station,validUTC,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
KMPX,2010-10-24 12:00:00,5,386.0,7483.0,-31.1,-38.1,M,M,M,M
KMPX,2010-10-24 12:00:00,6,378.5,7620.0,M,M,210.0,29,19.0,6.0
KMPX,2010-10-24 12:00:00,5,357.0,8030.0,-35.5,-40.5,M,M,M,M
KMPX,2010-10-24 12:00:00,6,346.9,8229.0,M,M,200.0,27,20.0,7.0
KMPX,2010-10-24 12:00:00,5,344.0,8287.0,-36.9,-45.9,M,M,M,M
KMPX,2010-10-24 12:00:00,5,313.0,8932.0,-41.5,-49.5,M,M,M,M
KMPX,2010-10-24 12:00:00,6,303.4,9144.0,M,M,185.0,49,18.0,9.0
KMPX,2010-10-24 12:00:00,4,300.0,9220.0,-43.7,-51.7,185.0,51,18.0,9.0
KMPX,2010-10-24 12:00:00,6,256.0,10263.0,M,M,195.0,62,16.0,12.0
KMPX,2010-10-24 12:00:00,5,253.0,10338.0,-53.3,-60.3,M,M,M,M
KMPX,2010-10-24 12:00:00,6,252.1,10363.0,M,M,195.0,62,16.0,13.0
KMPX,2010-10-24 12:00:00,4,250.0,10420.0,-53.5,-60.5,195.0,59,16.0,13.0
KMPX,2010-10-24 12:00:00,5,223.0,11151.0,-54.3,-63.3,M,M,M,M
KMPX,2010-10-24 12:00:00,6,208.6,11582.0,M,M,230.0,30,19.0,16.0
KMPX,2010-10-24 12:00:00,5,207.0,11631.0,-50.1,-61.1,M,M,M,M
KMPX,2010-10-24 12:00:00,4,200.0,11860.0,-50.7,-63.7,235.0,30,20.0,16.0
KMPX,2010-10-24 12:00:00,5,193.0,12092.0,-49.7,-64.7,M,M,M,M
KMPX,2010-10-24 12:00:00,6,190.1,12192.0,M,M,245.0,28,21.0,16.0
KMPX,2010-10-24 12:00:00,5,185.0,12367.0,-51.1,-69.1,M,M,M,M
KMPX,2010-10-24 12:00:00,5,176.0,12690.0,-51.3,-76.3,M,M,M,M
KMPX,2010-10-24 12:00:00,5,168.0,12990.0,-53.1,-83.1,M,M,M,M
KMPX,2010-10-24 12:00:00,5,165.0,13106.0,-52.3,-85.3,M,M,M,M
KMPX,2010-10-24 12:00:00,6,165.0,13106.0,M,M,230.0,33,24.0,18.0
KMPX,2010-10-24 12:00:00,5,157.0,13426.0,-54.5,-87.5,M,M,M,M
KMPX,2010-10-24 12:00:00,6,150.1,13716.0,M,M,255.0,27,26.0,18.0
KMPX,2010-10-24 12:00:00,4,150.0,13720.0,-54.9,-86.9,250.0,27,26.0,18.0
KMPX,2010-10-24 12:00:00,6,143.1,14020.0,M,M,240.0,31,26.0,19.0
KMPX,2010-10-24 12:00:00,5,143.0,14024.0,-55.5,-87.5,M,M,M,M
KMPX,2010-10-24 12:00:00,6,123.8,14935.0,M,M,255.0,29,29.0,20.0
KMPX,2010-10-24 12:00:00,6,117.9,15240.0,M,M,250.0,30,30.0,20.0
KMPX,2010-10-24 12:00:00,5,113.0,15510.0,-57.5,-89.5,M,M,M,M
KMPX,2010-10-24 12:00:00,6,112.4,15544.0,M,M,240.0,26,31.0,21.0
KMPX,2010-10-24 12:00:00,5,104.0,16030.0,-60.1,-91.1,M,M,M,M
KMPX,2010-10-24 12:00:00,4,100.0,16280.0,-59.5,-90.5,265.0,32,33.0,22.0
KMPX,2010-10-24 12:00:00,5,81.0,17585.0,-62.5,-92.5,M,M,M,M
KMPX,2010-10-24 12:00:00,5,76.3,17954.0,-61.3,-92.3,M,M,M,M
KMPX,2010-10-24 12:00:00,6,75.9,17983.0,M,M,280.0,34,39.0,23.0
KMPX,2010-10-24 12:00:00,6,72.3,18288.0,M,M,295.0,20,40.0,24.0
KMPX,2010-10-24 12:00:00,5,70.5,18441.0,-62.9,-92.9,M,M,M,M
KMPX,2010-10-24 12:00:00,4,70.0,18490.0,-62.5,-92.5,275.0,18,41.0,24.0
KMPX,2010-10-24 12:00:00,6,68.9,18592.0,M,M,270.0,19,41.0,24.0
KMPX,2010-10-24 12:00:00,6,65.5,18897.0,M,M,280.0,18,41.0,24.0
KMPX,2010-10-24 12:00:00,5,64.1,19034.0,-60.5,-91.5,M,M,M,M
KMPX,2010-10-24 12:00:00,6,62.4,19202.0,M,M,250.0,18,42.0,24.0
KMPX,2010-10-24 12:00:00,6,53.9,20116.0,M,M,270.0,27,43.0,25.0
KMPX,2010-10-24 12:00:00,4,50.0,20580.0,-62.3,-92.3,270.0,17,44.0,26.0
KMPX,2010-10-24 12:00:00,6,48.8,20726.0,M,M,265.0,16,45.0,26.0
KMPX,2010-10-24 12:00:00,6,46.5,21031.0,M,M,285.0,28,45.0,26.0
KMPX,2010-10-24 12:00:00,5,45.8,21119.0,-63.5,-93.5,M,M,M,M
KMPX,2010-10-24 12:00:00,5,45.2,21200.0,-62.5,-92.5,M,M,M,M
KMPX,2010-10-24 12:00:00,6,44.2,21336.0,M,M,305.0,19,46.0,26.0
KMPX,2010-10-24 12:00:00,6,42.1,21640.0,M,M,285.0,12,46.0,26.0
KMPX,2010-10-24 12:00:00,6,40.0,21945.0,M,M,310.0,17,47.0,26.0
KMPX,2010-10-24 12:00:00,5,38.4,22202.0,-62.9,-92.9,M,M,M,M
KMPX,2010-10-24 12:00:00,6,38.1,22250.0,M,M,295.0,21,48.0,26.0
KMPX,2010-10-24 12:00:00,6,36.3,22555.0,M,M,320.0,24,48.0,26.0
KMPX,2010-10-24 12:00:00,5,33.4,23067.0,-58.5,-89.5,M,M,M,M
KMPX,2010-10-24 12:00:00,6,32.9,23164.0,M,M,330.0,18,50.0,26.0
KMPX,2010-10-24 12:00:00,5,32.4,23257.0,-59.5,-90.5,M,M,M,M
KMPX,2010-10-24 12:00:00,4,30.0,23750.0,-57.3,-89.3,240.0,10,51.0,27.0
KMPX,2010-10-24 12:00:00,5,29.9,23771.0,-57.3,-89.3,M,M,M,M
KMPX,2010-10-24 12:00:00,6,29.9,23774.0,M,M,225.0,14,51.0,27.0
KMPX,2010-10-24 12:00:00,6,27.1,24384.0,M,M,265.0,22,51.0,27.0
KMPX,2010-10-24 12:00:00,5,22.5,25547.0,-61.3,-92.3,M,M,M,M
KMPX,2010-10-24 12:00:00,5,21.1,25947.0,-58.7,-89.7,M,M,M,M
KMPX,2010-10-24 12:00:00,4,20.0,26280.0,-59.1,-90.1,270.0,44,55.0,30.0
KMPX,2010-10-24 12:00:00,6,19.3,26517.0,M,M,275.0,49,55.0,31.0
KMPX,2010-10-24 12:00:00,5,19.2,26534.0,-60.3,-91.3,M,M,M,M
KMPX,2010-10-24 12:00:00,5,18.0,26936.0,-59.7,-90.7,M,M,M,M
KMPX,2010-10-24 12:00:00,6,17.5,27127.0,M,M,290.0,43,57.0,32.0
KMPX,2010-10-24 12:00:00,5,16.7,27406.0,-56.9,-88.9,M,M,M,M
KMPX,2010-10-24 12:00:00,6,16.6,27432.0,M,M,280.0,44,58.0,32.0
KMPX,2010-10-24 12:00:00,5,15.4,27918.0,-57.1,-89.1,M,M,M,M
KMPX,2010-10-24 12:00:00,6,15.1,28041.0,M,M,275.0,37,60.0,33.0
KMPX,2010-10-24 12:00:00,5,14.5,28300.0,-55.1,-87.1,M,M,M,M
KMPX,2010-10-24 12:00:00,5,12.7,29142.0,-56.1,-88.1,M,M,M,M
KMPX,2010-10-24 12:00:00,6,12.5,29260.0,M,M,265.0,42,62.0,36.0
KMPX,2010-10-24 12:00:00,5,11.9,29557.0,-53.1,-86.1,M,M,M,M
KMPX,2010-10-24 12:00:00,6,11.3,29870.0,M,M,295.0,52,63.0,37.0
KMPX,2010-10-24 12:00:00,6,10.8,30176.0,M,M,295.0,36,64.0,37.0
KMPX,2010-10-24 12:00:00,5,10.7,30234.0,-56.7,-88.7,M,M,M,M
KMPX,2010-10-24 12:00:00,6,10.3,30480.0,M,M,270.0,31,65.0,38.0
KMPX,2010-10-24 12:00:00,4,10.0,30680.0,-55.9,-87.9,255.0,35,65.0,38.0
KMPX,2010-10-24 12:00:00,6,9.4,31089.0,M,M,255.0,49,65.0,39.0
KMPX,2010-10-24 12:00:00,5,9.0,31351.0,-54.1,-87.1,M,M,M,M
KMPX,2010-10-25 00:00:00,9,967.0,287.0,12.0,10.7,260.0,3,0.0,0.0
KMPX,2010-10-25 00:00:00,4,1000.0,5.0,M,M,M,M,M,M
KMPX,2010-10-25 00:00:00,5,954.0,399.0,10.6,7.5,M,M,M,M
KMPX,2010-10-25 00:00:00,5,936.0,556.0,9.4,7.5,M,M,M,M
KMPX,2010-10-25 00:00:00,6,930.4,609.0,M,M,285.0,11,91.0,0.0
KMPX,2010-10-25 00:00:00,4,925.0,660.0,8.6,7.2,280.0,12,94.0,0.0
KMPX,2010-10-25 00:00:00,5,901.0,876.0,7.4,6.4,M,M,M,M
KMPX,2010-10-25 00:00:00,6,896.8,914.0,M,M,250.0,14,89.0,0.0
KMPX,2010-10-25 00:00:00,5,894.0,940.0,8.6,7.9,M,M,M,M
KMPX,2010-10-25 00:00:00,5,886.0,1014.0,8.8,7.2,M,M,M,M
KMPX,2010-10-25 00:00:00,6,864.4,1219.0,M,M,240.0,16,78.0,0.0
KMPX,2010-10-25 00:00:00,4,850.0,1359.0,7.6,2.6,240.0,16,75.0,0.0
KMPX,2010-10-25 00:00:00,5,849.0,1369.0,7.6,2.6,M,M,M,M
KMPX,2010-10-25 00:00:00,5,809.0,1763.0,5.8,2.9,M,M,M,M
KMPX,2010-10-25 00:00:00,6,802.6,1828.0,M,M,260.0,19,73.0,1.0
KMPX,2010-10-25 00:00:00,5,797.0,1885.0,5.2,4.2,M,M,M,M
KMPX,2010-10-25 00:00:00,5,773.0,2133.0,4.2,2.4,M,M,M,M
KMPX,2010-10-25 00:00:00,6,773.0,2133.0,M,M,250.0,18,73.0,1.0
KMPX,2010-10-25 00:00:00,5,747.0,2409.0,2.2,0.9,M,M,M,M
KMPX,2010-10-25 00:00:00,6,744.3,2438.0,M,M,245.0,18,72.0,1.0
KMPX,2010-10-25 00:00:00,5,738.0,2506.0,2.4,0.4,M,M,M,M
KMPX,2010-10-25 00:00:00,6,717.0,2743.0,M,M,245.0,20,71.0,2.0
KMPX,2010-10-25 00:00:00,4,700.0,2939.0,-0.3,-3.7,255.0,21,71.0,2.0
KMPX,2010-10-25 00:00:00,5,697.0,2973.0,-0.5,-4.0,M,M,M,M
KMPX,2010-10-25 00:00:00,5,668.0,3311.0,-1.7,-8.7,M,M,M,M
KMPX,2010-10-25 00:00:00,5,666.0,3335.0,-1.7,-10.7,M,M,M,M
KMPX,2010-10-25 00:00:00,6,664.6,3352.0,M,M,240.0,24,70.0,2.0
KMPX,2010-10-25 00:00:00,5,657.0,3443.0,-2.1,-11.1,M,M,M,M
KMPX,2010-10-25 00:00:00,6,639.3,3657.0,M,M,245.0,23,69.0,3.0
KMPX,2010-10-25 00:00:00,5,617.0,3936.0,-6.3,-11.3,M,M,M,M
KMPX,2010-10-25 00:00:00,6,614.9,3962.0,M,M,260.0,20,69.0,3.0
KMPX,2010-10-25 00:00:00,5,592.0,4257.0,-8.9,-13.6,M,M,M,M
KMPX,2010-10-25 00:00:00,6,591.2,4267.0,M,M,245.0,22,69.0,3.0
KMPX,2010-10-25 00:00:00,6,568.2,4572.0,M,M,240.0,22,69.0,4.0
KMPX,2010-10-25 00:00:00,5,559.0,4697.0,-11.7,-16.0,M,M,M,M
KMPX,2010-10-25 00:00:00,6,546.0,4876.0,M,M,260.0,23,69.0,4.0
KMPX,2010-10-25 00:00:00,5,541.0,4946.0,-13.1,-19.1,M,M,M,M
KMPX,2010-10-25 00:00:00,5,538.0,4988.0,-13.3,-21.3,M,M,M,M
KMPX,2010-10-25 00:00:00,5,522.0,5216.0,-14.7,-23.7,M,M,M,M
KMPX,2010-10-25 00:00:00,4,500.0,5550.0,-17.1,-26.1,260.0,19,70.0,5.0
KMPX,2010-10-25 00:00:00,5,482.0,5823.0,-19.5,-28.5,M,M,M,M
KMPX,2010-10-25 00:00:00,5,474.0,5947.0,-20.1,-31.1,M,M,M,M
KMPX,2010-10-25 00:00:00,6,464.5,6096.0,M,M,255.0,16,71.0,5.0
KMPX,2010-10-25 00:00:00,5,451.0,6312.0,-23.1,-33.1,M,M,M,M
KMPX,2010-10-25 00:00:00,5,420.0,6828.0,-26.7,-39.7,M,M,M,M
KMPX,2010-10-25 00:00:00,6,409.5,7010.0,M,M,250.0,21,71.0,6.0
KMPX,2010-10-25 00:00:00,4,400.0,7180.0,-29.9,-39.9,250.0,20,71.0,7.0
KMPX,2010-10-25 00:00:00,5,392.0,7323.0,-30.9,-40.9,M,M,M,M
KMPX,2010-10-25 00:00:00,6,375.5,7620.0,M,M,265.0,20,71.0,7.0
KMPX,2010-10-25 00:00:00,5,324.0,8637.0,-42.9,-51.9,M,M,M,M
KMPX,2010-10-25 00:00:00,6,300.7,9144.0,M,M,270.0,13,74.0,8.0
KMPX,2010-10-25 00:00:00,4,300.0,9160.0,-47.3,-55.3,270.0,13,74.0,8.0
KMPX,2010-10-25 00:00:00,5,278.0,9658.0,-51.1,-59.1,M,M,M,M
KMPX,2010-10-25 00:00:00,6,273.9,9753.0,M,M,250.0,20,74.0,9.0
KMPX,2010-10-25 00:00:00,5,273.0,9776.0,-50.1,-58.1,M,M,M,M
KMPX,2010-10-25 00:00:00,5,269.0,9871.0,-50.3,-58.3,M,M,M,M
KMPX,2010-10-25 00:00:00,5,266.0,9944.0,-49.3,-57.3,M,M,M,M
KMPX,2010-10-25 00:00:00,6,261.4,10058.0,M,M,275.0,24,74.0,9.0
KMPX,2010-10-25 00:00:00,5,261.0,10068.0,-49.7,-58.7,M,M,M,M
KMPX,2010-10-25 00:00:00,5,254.0,10246.0,-48.9,-57.9,M,M,M,M
KMPX,2010-10-25 00:00:00,4,250.0,10350.0,-49.7,-59.7,265.0,26,75.0,10.0
KMPX,2010-10-25 00:00:00,6,249.5,10363.0,M,M,260.0,27,75.0,10.0
KMPX,2010-10-25 00:00:00,5,247.0,10429.0,-50.1,-60.1,M,M,M,M
KMPX,2010-10-25 00:00:00,6,238.1,10668.0,M,M,270.0,31,75.0,10.0
KMPX,2010-10-25 00:00:00,6,227.3,10972.0,M,M,265.0,21,76.0,11.0
KMPX,2010-10-25 00:00:00,5,226.0,11009.0,-48.9,-60.9,M,M,M,M
KMPX,2010-10-25 00:00:00,5,214.0,11365.0,-49.9,-62.9,M,M,M,M
KMPX,2010-10-25 00:00:00,6,207.0,11582.0,M,M,260.0,39,76.0,12.0
KMPX,2010-10-25 00:00:00,5,205.0,11646.0,-48.7,-62.7,M,M,M,M
KMPX,2010-10-25 00:00:00,4,200.0,11810.0,-50.1,-64.1,265.0,39,76.0,12.0
KMPX,2010-10-25 00:00:00,5,191.0,12109.0,-51.9,-65.9,M,M,M,M
KMPX,2010-10-25 00:00:00,5,181.0,12456.0,-52.9,-66.9,M,M,M,M
KMPX,2010-10-25 00:00:00,6,179.9,12496.0,M,M,280.0,30,78.0,13.0
KMPX,2010-10-25 00:00:00,5,173.0,12747.0,-52.7,-66.7,M,M,M,M
KMPX,2010-10-25 00:00:00,5,169.0,12897.0,-53.7,-67.7,M,M,M,M
KMPX,2010-10-25 00:00:00,6,163.6,13106.0,M,M,260.0,33,79.0,15.0
KMPX,2010-10-25 00:00:00,6,156.0,13411.0,M,M,270.0,27,79.0,15.0
KMPX,2010-10-25 00:00:00,5,151.0,13618.0,-54.3,-69.3,M,M,M,M
KMPX,2010-10-25 00:00:00,4,150.0,13670.0,-54.3,-69.3,260.0,26,79.0,15.0
KMPX,2010-10-25 00:00:00,6,142.0,14020.0,M,M,250.0,24,79.0,16.0
KMPX,2010-10-25 00:00:00,5,141.0,14064.0,-55.9,-69.9,M,M,M,M
KMPX,2010-10-25 00:00:00,5,131.0,14532.0,-54.9,-69.9,M,M,M,M
KMPX,2010-10-25 00:00:00,5,125.0,14831.0,-55.1,-70.1,M,M,M,M
KMPX,2010-10-25 00:00:00,5,121.0,15037.0,-56.9,-70.9,M,M,M,M
KMPX,2010-10-25 00:00:00,6,117.2,15240.0,M,M,270.0,28,79.0,18.0
KMPX,2010-10-25 00:00:00,5,112.0,15526.0,-56.9,-71.9,M,M,M,M
KMPX,2010-10-25 00:00:00,5,109.0,15696.0,-57.5,-71.5,M,M,M,M
KMPX,2010-10-25 00:00:00,4,100.0,16240.0,-57.1,-72.1,255.0,38,79.0,19.0
KMPX,2010-10-25 00:00:00,5,89.7,16926.0,-56.7,-71.7,M,M,M,M
KMPX,2010-10-25 00:00:00,6,75.8,17983.0,M,M,275.0,23,80.0,22.0
KMPX,2010-10-25 00:00:00,6,72.2,18288.0,M,M,270.0,26,80.0,23.0
KMPX,2010-10-25 00:00:00,4,70.0,18480.0,-62.7,-76.7,260.0,30,80.0,23.0
KMPX,2010-10-25 00:00:00,6,68.7,18592.0,M,M,275.0,33,80.0,23.0
KMPX,2010-10-25 00:00:00,6,65.4,18897.0,M,M,290.0,29,81.0,24.0
KMPX,2010-10-25 00:00:00,5,63.6,19068.0,-63.7,-76.7,M,M,M,M
KMPX,2010-10-25 00:00:00,5,59.5,19478.0,-61.7,-75.7,M,M,M,M
KMPX,2010-10-25 00:00:00,6,59.2,19507.0,M,M,285.0,20,81.0,25.0
KMPX,2010-10-25 00:00:00,6,56.4,19812.0,M,M,235.0,18,81.0,25.0
KMPX,2010-10-25 00:00:00,6,53.6,20116.0,M,M,235.0,25,81.0,25.0
KMPX,2010-10-25 00:00:00,6,51.0,20421.0,M,M,270.0,19,81.0,26.0
KMPX,2010-10-25 00:00:00,5,50.9,20439.0,-63.1,-77.1,M,M,M,M
KMPX,2010-10-25 00:00:00,4,50.0,20560.0,-62.7,-76.7,265.0,15,81.0,26.0
KMPX,2010-10-25 00:00:00,6,48.7,20726.0,M,M,260.0,14,81.0,26.0
KMPX,2010-10-25 00:00:00,5,47.6,20864.0,-60.9,-74.9,M,M,M,M
KMPX,2010-10-25 00:00:00,6,46.3,21031.0,M,M,260.0,21,81.0,26.0
KMPX,2010-10-25 00:00:00,6,44.1,21336.0,M,M,275.0,25,81.0,27.0
KMPX,2010-10-25 00:00:00,5,43.2,21463.0,-62.3,-76.3,M,M,M,M
KMPX,2010-10-25 00:00:00,6,42.0,21640.0,M,M,285.0,21,81.0,27.0
KMPX,2010-10-25 00:00:00,6,40.0,21945.0,M,M,270.0,26,81.0,27.0
KMPX,2010-10-25 00:00:00,5,34.0,22944.0,-60.5,-75.5,M,M,M,M
KMPX,2010-10-25 00:00:00,6,32.8,23164.0,M,M,300.0,18,83.0,29.0
KMPX,2010-10-25 00:00:00,5,32.3,23261.0,-61.9,-75.9,M,M,M,M
KMPX,2010-10-25 00:00:00,5,30.7,23577.0,-58.7,-74.7,M,M,M,M
KMPX,2010-10-25 00:00:00,4,30.0,23720.0,-58.9,-74.9,295.0,18,83.0,29.0
KMPX,2010-10-25 00:00:00,6,29.7,23774.0,M,M,295.0,19,83.0,29.0
KMPX,2010-10-25 00:00:00,6,28.3,24079.0,M,M,320.0,14,84.0,29.0
KMPX,2010-10-25 00:00:00,5,27.2,24331.0,-60.5,-75.5,M,M,M,M
KMPX,2010-10-25 00:00:00,6,27.0,24384.0,M,M,285.0,16,84.0,30.0
KMPX,2010-10-25 00:00:00,5,26.4,24518.0,-57.9,-74.9,M,M,M,M
KMPX,2010-10-25 00:00:00,6,25.7,24688.0,M,M,285.0,20,84.0,30.0
KMPX,2010-10-25 00:00:00,5,25.0,24861.0,-57.1,-75.1,M,M,M,M
KMPX,2010-10-25 00:00:00,6,23.3,25298.0,M,M,260.0,24,84.0,31.0
KMPX,2010-10-25 00:00:00,5,20.5,26107.0,-59.1,-76.1,M,M,M,M
KMPX,2010-10-25 00:00:00,6,20.2,26212.0,M,M,275.0,29,84.0,32.0
KMPX,2010-10-25 00:00:00,4,20.0,26270.0,-58.9,-76.9,270.0,27,84.0,32.0
KMPX,2010-10-25 00:00:00,6,18.3,26822.0,M,M,265.0,39,84.0,33.0
KMPX,2010-10-25 00:00:00,5,17.0,27288.0,-58.3,-77.3,M,M,M,M
KMPX,2010-10-25 00:00:00,6,16.6,27432.0,M,M,270.0,35,85.0,34.0
KMPX,2010-10-25 00:00:00,6,15.1,28041.0,M,M,285.0,32,85.0,35.0
KMPX,2010-10-25 00:00:00,6,14.4,28346.0,M,M,270.0,27,85.0,36.0
KMPX,2010-10-25 00:00:00,5,14.0,28515.0,-55.3,-80.3,M,M,M,M
KMPX,2010-10-25 00:00:00,5,13.5,28746.0,-56.1,-81.1,M,M,M,M
KMPX,2010-10-25 00:00:00,5,12.8,29085.0,-54.5,-83.5,M,M,M,M
KMPX,2010-10-25 00:00:00,5,11.6,29713.0,-55.1,-87.1,M,M,M,M
KMPX,2010-10-25 00:00:00,5,11.4,29824.0,-54.1,-87.1,M,M,M,M
KMPX,2010-10-25 00:00:00,6,11.3,29880.0,M,M,275.0,61,86.0,40.0
KMPX,2010-10-25 00:00:00,5,10.5,30348.0,-55.9,-87.9,M,M,M,M
KMPX,2010-10-25 00:00:00,6,10.3,30480.0,M,M,270.0,55,86.0,42.0
KMPX,2010-10-25 00:00:00,4,10.0,30670.0,-54.9,-86.9,270.0,56,86.0,42.0
KMPX,2010-10-25 00:00:00,5,9.8,30799.0,-54.9,-86.9,M,M,M,M
KMPX,2010-10-25 12:00:00,9,962.0,287.0,10.6,10.1,140.0,3,0.0,0.0
KMPX,2010-10-25 12:00:00,4,1000.0,-35.0,M,M,M,M,M,M
KMPX,2010-10-25 12:00:00,5,945.0,434.0,9.4,8.7,M,M,M,M
KMPX,2010-10-25 12:00:00,5,926.0,602.0,10.2,9.5,M,M,M,M
KMPX,2010-10-25 12:00:00,6,925.6,609.0,M,M,190.0,11,344.0,0.0
KMPX,2010-10-25 12:00:00,4,925.0,619.0,10.2,9.4,190.0,11,346.0,0.0
KMPX,2010-10-25 12:00:00,6,892.5,914.0,M,M,215.0,22,10.0,0.0
KMPX,2010-10-25 12:00:00,5,889.0,946.0,8.4,7.9,M,M,M,M
KMPX,2010-10-25 12:00:00,5,875.0,1077.0,8.8,7.7,M,M,M,M
KMPX,2010-10-25 12:00:00,6,860.3,1219.0,M,M,220.0,21,23.0,0.0
KMPX,2010-10-25 12:00:00,4,850.0,1320.0,6.6,6.0,225.0,21,25.0,0.0
KMPX,2010-10-25 12:00:00,5,829.0,1524.0,5.4,5.0,M,M,M,M
KMPX,2010-10-25 12:00:00,5,810.0,1713.0,6.6,3.4,M,M,M,M
KMPX,2010-10-25 12:00:00,6,798.7,1828.0,M,M,225.0,23,34.0,1.0
KMPX,2010-10-25 12:00:00,5,790.0,1917.0,6.2,2.1,M,M,M,M
KMPX,2010-10-25 12:00:00,5,788.0,1938.0,6.2,2.1,M,M,M,M
KMPX,2010-10-25 12:00:00,6,769.3,2133.0,M,M,240.0,22,37.0,1.0
KMPX,2010-10-25 12:00:00,5,747.0,2372.0,3.2,-1.1,M,M,M,M
KMPX,2010-10-25 12:00:00,6,740.9,2438.0,M,M,245.0,24,41.0,2.0
KMPX,2010-10-25 12:00:00,5,731.0,2547.0,2.6,-2.4,M,M,M,M
KMPX,2010-10-25 12:00:00,5,724.0,2624.0,2.4,-4.6,M,M,M,M
KMPX,2010-10-25 12:00:00,5,718.0,2691.0,1.8,-3.2,M,M,M,M
KMPX,2010-10-25 12:00:00,6,713.4,2743.0,M,M,250.0,23,45.0,2.0
KMPX,2010-10-25 12:00:00,5,708.0,2804.0,1.6,-8.4,M,M,M,M
KMPX,2010-10-25 12:00:00,4,700.0,2903.0,1.2,-7.8,245.0,21,47.0,2.0
KMPX,2010-10-25 12:00:00,5,698.0,2926.0,1.0,-8.0,M,M,M,M
KMPX,2010-10-25 12:00:00,5,689.0,3030.0,0.6,-12.4,M,M,M,M
KMPX,2010-10-25 12:00:00,5,683.0,3100.0,0.0,-14.0,M,M,M,M
KMPX,2010-10-25 12:00:00,5,669.0,3265.0,-1.1,-12.1,M,M,M,M
KMPX,2010-10-25 12:00:00,5,656.0,3421.0,-2.1,-14.1,M,M,M,M
KMPX,2010-10-25 12:00:00,5,631.0,3727.0,-4.9,-12.9,M,M,M,M
KMPX,2010-10-25 12:00:00,5,617.0,3902.0,-6.1,-15.1,M,M,M,M
KMPX,2010-10-25 12:00:00,5,597.0,4158.0,-7.1,-22.1,M,M,M,M
KMPX,2010-10-25 12:00:00,5,555.0,4722.0,-10.1,-33.1,M,M,M,M
KMPX,2010-10-25 12:00:00,5,553.0,4750.0,-10.3,-33.3,M,M,M,M
KMPX,2010-10-25 12:00:00,6,543.9,4876.0,M,M,245.0,26,55.0,5.0
KMPX,2010-10-25 12:00:00,5,508.0,5394.0,-16.3,-29.3,M,M,M,M
KMPX,2010-10-25 12:00:00,5,506.0,5424.0,-16.3,-28.3,M,M,M,M
KMPX,2010-10-25 12:00:00,5,503.0,5469.0,-15.7,-19.4,M,M,M,M
KMPX,2010-10-25 12:00:00,6,502.0,5486.0,M,M,260.0,33,58.0,6.0
KMPX,2010-10-25 12:00:00,4,500.0,5520.0,-15.7,-18.3,255.0,32,58.0,6.0
KMPX,2010-10-25 12:00:00,5,497.0,5565.0,-15.5,-17.5,M,M,M,M
KMPX,2010-10-25 12:00:00,6,482.2,5791.0,M,M,265.0,37,60.0,6.0
KMPX,2010-10-25 12:00:00,6,463.0,6096.0,M,M,270.0,41,62.0,7.0
KMPX,2010-10-25 12:00:00,5,461.0,6129.0,-17.3,-19.3,M,M,M,M
KMPX,2010-10-25 12:00:00,5,460.0,6145.0,-17.3,-19.4,M,M,M,M
KMPX,2010-10-25 12:00:00,5,447.0,6358.0,-19.1,-22.6,M,M,M,M
KMPX,2010-10-25 12:00:00,5,429.0,6662.0,-21.1,-24.0,M,M,M,M
KMPX,2010-10-25 12:00:00,6,426.5,6705.0,M,M,275.0,49,67.0,8.0
KMPX,2010-10-25 12:00:00,5,417.0,6870.0,-22.3,-27.2,M,M,M,M
KMPX,2010-10-25 12:00:00,4,400.0,7180.0,-24.9,-29.5,275.0,48,70.0,9.0
KMPX,2010-10-25 12:00:00,5,396.0,7253.0,-25.5,-30.0,M,M,M,M
KMPX,2010-10-25 12:00:00,5,395.0,7271.0,-25.5,-30.1,M,M,M,M
KMPX,2010-10-25 12:00:00,5,391.0,7345.0,-25.7,-31.7,M,M,M,M
KMPX,2010-10-25 12:00:00,5,390.0,7364.0,-25.7,-31.7,M,M,M,M
KMPX,2010-10-25 12:00:00,5,379.0,7570.0,-27.7,-36.7,M,M,M,M
KMPX,2010-10-25 12:00:00,6,376.3,7620.0,M,M,280.0,45,73.0,10.0
KMPX,2010-10-25 12:00:00,6,345.2,8229.0,M,M,285.0,54,77.0,12.0
KMPX,2010-10-25 12:00:00,5,335.0,8440.0,-35.9,-46.9,M,M,M,M
KMPX,2010-10-25 12:00:00,6,302.4,9144.0,M,M,280.0,51,81.0,14.0
KMPX,2010-10-25 12:00:00,4,300.0,9200.0,-42.9,-50.9,280.0,53,81.0,14.0
KMPX,2010-10-25 12:00:00,5,280.0,9659.0,-47.3,-54.3,M,M,M,M
KMPX,2010-10-25 12:00:00,4,250.0,10400.0,-53.1,-61.1,265.0,62,83.0,18.0
KMPX,2010-10-25 12:00:00,6,239.7,10668.0,M,M,270.0,55,83.0,19.0
KMPX,2010-10-25 12:00:00,5,236.0,10768.0,-56.1,-64.1,M,M,M,M
KMPX,2010-10-25 12:00:00,5,224.0,11098.0,-56.5,-64.5,M,M,M,M
KMPX,2010-10-25 12:00:00,6,208.0,11570.0,M,M,275.0,74,84.0,22.0
KMPX,2010-10-25 12:00:00,6,207.4,11582.0,M,M,275.0,74,84.0,22.0
KMPX,2010-10-25 12:00:00,5,204.0,11687.0,-56.3,-64.3,M,M,M,M
